id,acronym,status,title,startDate,endDate,totalCost,ecMaxContribution,legalBasis,topics,ecSignatureDate,frameworkProgramme,masterCall,subCall,fundingScheme,objective,contentUpdateDate,rcn,grantDoi
101113201,XKIC SO,SIGNED,Cross-KIC Global Outreach,2023-01-01,2025-12-31,5895000,5895000,HORIZON.3.3,HORIZON-EIT-2023-25-Cross-KIC-Strategic-Outreach,2023-06-27,HORIZON,HORIZON-EIT-2023-2025-KIC,HORIZON-EIT-2023-2025-KIC,HORIZON-EIT-KIC,"The Cross-KIC Global Outreach programme was established in 2018 to act as a bridge, linking the EIT’s innovation ecosystem with those of innovation valleys around the world, forging synergies with global innovation leaders and creating significant value for the European economy, alongside the local ecosystems. The cluster currently comprises a well established and successful EIT Hub in Israel and Silicon Valley, and an additional global platform dedicated to expanding the reach of EIT to new locations was established in 2023 as will be detailed in this business plan, under the new leadership of EIT Health. A new Hub will be established in the Uk as of January 2024.The Global Outreach programme creates significant value for the EIT Community, as well as the outreach location, with tangible success stories and concrete results from the past 4 years of activity. These stand to show the significant collaborations that have been forged in each outreach location, the impact of creating significant ties between Europe and these strategic global innovation valleys. The strong brand awareness that has been carefully crafted, and the intricate thought process that has been put into creating a strong foundation for each hub.This business plan for the next three years, 2023 - 2025 builds upon this strong foundation that has been established, and lays out the groundwork for further strengthening the existing Israel hub and creating a flexible and “on demand” global platform that will further expand EIT’s global footprint. The growth of the Global Outreach programme with an additional global platform with programmes in multiple locations will be based upon the scale of successful programmes that have a strong foundation, and adapting them to the needs and risks of the local ecosystems.The BP will show the strengthening and expansion of the Global Outreach programme stands in EIT’s best interests, connecting talents, knowledge and key players worldwide to tackle societal challenges.",2023-07-07 17:06:31,252576,10.3030/101113201
101113245,EIT Digital BP,SIGNED,EIT Digital Sustainable Growth,2023-01-01,2024-12-31,33696216,33696216,HORIZON.3.3,HORIZON-EIT-2023-24-KIC-EITDIGITAL,2023-03-23,HORIZON,HORIZON-EIT-2023-2025-KIC,HORIZON-EIT-2023-2025-KIC,HORIZON-EIT-KIC,"EIT Digital is about building a strong Digital Europe through creating world players in areas strategic for Europe and thus contributing to European Digital Sovereignty fully aligned with the priorities of the European Commission; its activities are focused on areas essential for European digital sovereignty identified in the EIT Digital SIA: digital tech, wellbeing, cities, industry, and finance. EIT Digital works with a stand-up, start-up, scale-up innovation funnel that identifies innovation opportunities, builds and scales ventures and breeds and up-skills talents to equip them with both the entrepreneurial and deep tech skills needed. The core of this funnel is the Innovation Factory that creates ventures from open innovation activities carried out by EIT Digital Partners. This is complemented by the RIS Venture Program and by Entrepreneurial education programmes. The Accelerator is focused on scaling these ventures by supporting their growth with access to finance and access to market services. A strong digital economy depends on people and organisations equipped with deep technical competence, strong entrepreneurial skills and agility to act. To this end, EIT Digital develops and engages talents in its schools, offering master and professional education on the latest digital technologies and on the business opportunities they enable.To further support the execution of its strategy, reinforce its leadership in the digital transformation of Europe and increase its impact at both European and national level, EIT Digital is increasingly engaging with EU-wide and national initiatives, such as the Digital Europe Program, the EDIHs,  HE, InvestEU, NGEU and the structural funds in the Member States.As part of its financial sustainability strategy, EIT Digital is generating income from a diverse set of sources and reinvesting it in impactful activities, thus keeping a stable level of investment over the years, despite the decreasing EIT financial support.",2023-06-28 16:59:04,251119,10.3030/101113245
101071749,CanceRusolution,CLOSED,A NEW DRUG TO TREAT TRIPLE NEGATIVE BREAST CANCER,2022-06-01,2023-05-31,0,75000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-05-24,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"R-nuucell is developing a new drug to treat Triple Negative Breast Cancer (TNBC) for which there is not any specific and efficient treatment in the market, making this disease an unmet clinical need.The aggressivity of TNBC is due to the easiness of its metastization expanding the cancer through the body inevitably leading to death. So far, we gathered a set of results showing the antimetastatic potential of our new drug which mode of action would, conceptually, be able to eliminate the deadliest feature of cancer cells – their ability to invade and metastasize. This happens because the target of our drug is the cells’ foundation (ie the cytoskeleton). Thus, destroying the cytoskeleton of cells is like shaking the foundations of a house, it will be tumble-down!With the Women TechEU program we will consolidate the proof-of-concept of the drug’s efficiency against metastases through two sets of in vivo studies in nude mice, and we will start the pre-clinical studies by performing pharmacokinetics (drug absorption, distribution, metabolism and excretion). Also, in view of the natural future development of our drug we will start to develop its synthesis scale-up from the milligram to the multigram scale. Women TechEU program mentoring and coaching will be also key to consolidate our business plan and to approach partners and investors towards a fundraising Level A in the near future. This level of funding (~1 M€) will enable to finish our pre-clinical studies and place R-nuucell in the position to license its international patent, one of the company’s assets (PT108082B, EA038640B1, EP3227307B1, CN107466297B, JP6726678B2, US15/533,289, under examination on Canada, Brazil and India), to a pharmaceutical company using a “business-to-business” strategy.",2022-08-10 17:33:01,239584,10.3030/101071749
101071876,THRUST,CLOSED,THRUST - SUBSTITUTING HELICOPTERS WITH CLIMATE-FRIENDLY FIXED-WING DRONES FOR INFRASTRUCTURE INSPECTION,2022-06-01,2023-02-28,0,75000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-05-25,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"In EU alone total length of overhead electricity lines reaches staggering 5.3 million km. That is more than 5 million km of potential fail points, that need to be inspected and maintained in order to ensure the reliability of electricity supply. Currently, these inspections are carried out by helicopters or walking inspection crews. However, the walking crews are slow and inefficient, while helicopters are expensive and damaging our climate (helicopters consume 60 liters of fuel per hour).Our solution – substituting helicopters and walking crews with our new generation unmanned aerial vehicles (UAVs) equipped with LiDAR , RGB and thermal cameras, combined with machine learning (ML) powered analytics, that can quickly and accurately identify defects and faults in electricity grid elements. Our team have developed a drone, capable to carry combination of sensors at the same time, designed to fly slow and at low altitude for higher data quality and inspecting  up to 300 km per day. THRUST drones are capable to fully substitute walking inspector crew and helicopters for infrastructure inspections at a fraction of a cost. Furthermore, our drones emit 171 times less CO2 per km than helicopters, and 10 times less than cars. Our drones have potential to cut EU CO2 emissions by 1.2 million tonnes of CO2 annually.With the help Women TechEU we will prepare for the next fundraising round, expand our innovation partner network and launch a media campaign to encourage more women to join aviation industry. This project objective is to position our company to be the catalyst for higher women involvement in aviation industry, through leading by example, as well as increasing THRUST scalability to become leading deep-tech start-up in drone-based infrastructure inspections.",2022-08-10 17:33:04,239582,10.3030/101071876
101113634,ChroWoDoc,CLOSED,Mobile Primary Care Device for Documentation and Analysis of Chronic Wounds - Market Transition,2023-06-01,2024-02-29,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-05-31,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"More than 12 million people worldwide suffer from chronic wounds. These open wounds need to be treated in the long term, resulting in annual costs of €27 billion. The treatment of chronic wounds is based on recurring medical examinations at intervals of 4 weeks, which include photographic documentation and a measurement of the wound. According to the current state of the art, this is simply done with a ruler, whereby the ruler is often inserted directly into the wound to assess the depth of the wound. This method not only leads to unreliable and non-reproducible results. It also takes up to 30 min. and is associated with massive pain for patients. To provide patients with relief and efficiently support wound healing, cureVision has developed a unique primary care device that enables fast and accurate documentation and analysis of chronic wounds. Our device contains multiple cameras and detectors that fully automatical analyse seven critical parameters without touching the wound itself. In addition to the wound dimensions, the integrated AI also automatically and reliably analyses the tissue components of the wound (%). Thus, for the first time, our mobile primary care device enables fast and accurate assessment for every wound to enable clinicians to adjust the therapy early. In addition to the significantly more comfortable, non-invasive examination for the patient, our device reduces the examination time by up to 60 %. The optimised therapy will reduce both treatment time and hospitalisation rates, resulting in annual cost savings of over € 40 million in Germany alone. After producing a first working MVP, we now want to produce 50 final MVPs to test and verify the functions under real conditions and make adjustments based on user feedback. Before we go to market, our device must be approved as a medical product. In addition, we will set up a reliable data protection management system. These final steps are to be achieved within the outline of the present project.",2023-07-11 15:46:59,253052,10.3030/101113634
101177609,BECORI,SIGNED,"Research Infrastructures in a changing global, environmental and societal context",2024-02-06,2024-08-05,180250,100000,HORIZON.1.3,HORIZON-INFRA-2024-BE-CONF-ART195-IBA,2024-05-07,HORIZON,HORIZON-INFRA-2024-BE-CONF-ART195-IBA,HORIZON-INFRA-2024-BE-CONF-ART195-IBA,HORIZON-CSA,The aim of this project is to organise a Conference on Research Infrastructures during the Belgian Presidency of the Council of the European Union in the first half of 2024. The Conference will take place on 4-6 June 2024 at the Royal Library of Belgium (KBR). It will be a 1.5 day event combined with a half day dedicated to the visit of research infrastructures. The conference will focus on 3 main issues: 1) RIs as key players of strategic autonomy in a changing global context; 2) the societal and environmental impact of RIs and 3) the broad ecosystems of research infrastructures.,2024-05-10 15:05:02,263381,10.3030/101177609
101114214,MARIANAS,CLOSED,feMAle fundRaisIng leAdership in advanced techNologies for brAin diSorders,2023-07-01,2023-12-31,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-06-01,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"The goal of this project is to run a fundraising campaign taking into account the very impactful core of our business at Alpha Brain Technologies. As the business lead and CEO, I am responsible for every financial and investment related aspect of the company. In the past two years, we have achieved a tremendous amount of technical advancement for epilepsy while not disconnecting from the patients and caregivers community. In this project, I am aiming at taking this stakeholders involvement in further pursuing their active participation in our fundraising campaign to run clinical trials and commercialise our developed solution. A solution that has no other goal but solving some of the stakeholders' most devastating problems.",2023-06-28 17:05:14,251247,10.3030/101114214
101148217,EOSC Track,SIGNED,EOSC Track: Implementing the European Open Science monitoring mechanism,2024-01-01,2026-12-31,600000,600000,HORIZON.1.3,HORIZON-INFRA-2023-EOSC-MONIT-IBA,2023-11-22,HORIZON,HORIZON-INFRA-2023-EOSC-MONIT-IBA,HORIZON-INFRA-2023-EOSC-MONIT-IBA,HORIZON-CSA,"EOSC Track will develop and operate the European Open Science Observatory, a policy intelligence tool that will monitor policies, investments, digital research outputs, skills and infrastructure capacities related to the Open Science and the European Open Science Cloud (EOSC). Its mission is to simplify and streamline monitoring in the European Open Science ecosystem, to bring a common understanding on how to collect and interpret data appropriate for monitoring, as well as to assist policymakers and research executives across Europe in understanding, shaping, and aligning Open Science and related policies and their implementation.Starting from the current EOSC Observatory developed during the EOSC Future project (TRL7), EOSC Track will transform the service into TRL9, making it an open, secure and trusted platform to serve as the go-to place for Open Science monitoring Europe. It will enhance it with features to improve usability, engagement and collaboration: automate data ingestion from trusted sources such as the OpenAIRE Graph, incorporate collaborative editing and validation of data, add interactive navigation and search, visualisations. It will complement with the EOS Resources Registry which will serve as a learning tool by including narratives from experts to demonstrate the internal processes towards the OS implementation in a country, and stories for impact or best practice.EOSC Track will explore the sustainability of the EOS Observatory by fostering a co-design process with the EOSC tripartite partnership and other interested stakeholders. The objective is to align various monitoring initiatives, offer practical assistance in data collection, and generate 360o reports to establish a de-facto hub for all information around monitoring Open Science and EOSC in Europe. Fast forwarding to 2027, EOSC Track will facilitate a dialogue with the EOSC tripartite Governance to develop a roadmap for ensuring long-term sustainability.",2024-01-18 14:47:18,259637,10.3030/101148217
101114169,DAICAR,CLOSED,Development of an AI-based algorithm for contrast agent dose reduction in magnetic resonance imaging,2023-07-01,2024-06-30,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-06-01,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"In cranial magnetic resonance tomography (cMRT), the administration of contrast agent facilitates diagnosis of various pathologies such as metastases due to contrast agent enhancement. Patients undergoing a medically indicated cMRT receive 100% of the authorized contrast agent dose, i.e., 0.1 mmol of gadolinium per kg body weight. The main component of MRT contrast agent is gadolinium, which is a highly toxic rare-earth element, which has potential health side effects (inter alia allergic reactions and accumulation in the body) as well as environmental side effects (accumulation in the tap water).Due to the aforementioned issues, the reduction of contrast agent dose in cMRT is highly desirable. To tackle this issue, Katerina Deike-Hofmann from the Clinic for Neuroradiology at the University Hospital Bonn together with colleagues and collaborators from the Institute of Mathematics and Life Sciences developed an artificial intelligence (AI)-based algorithm that allows for contrast agent reduction called SmartContrast. Until today, more than 1.000 prospective data sets were acquired at seven different clinics and SmartContrast showed excellent generalizibility. Thus, Katerina Deike-Hofmann founded the relios.vision GmbH as a spin-off of the University Bonn to commercialize SmartContrast. Her goal is to advance the clinical standard by combining knowledge from the areas of medicine, mathematical image processing, computer vision, and artificial intelligence.",2023-06-28 17:05:11,251246,10.3030/101114169
101071680,BioRevolution,CLOSED,BIOSOLUTION FOR GLOBAL MINERAL CRISIS AND INCREASED FOOD PRODUCTION WITHOUT CHEMICALS,2022-06-01,2023-05-31,0,70000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-05-24,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"ekolive is the first and leading provider of a new ecological bioleaching method (InnoBioTech®) for the ecological release of elements and the degradation of organic materials. This innovative technology replaces hazardous mining and processing methods, removes metals from industrial minerals in an ecological and economical way, and gives various industrial wastes a second life. At the same time, ekolive thus eliminates environmental hazards and cleans contaminated sites. In addition, the process creates a biofertilizer from the liquid residue that can completely replace hazardous pesticides, positively influences the taste of crops, and increases plant growth and yield by up to 100% and the dry mass of plants by up to 400% – for safe and healthy food production and sustainable agriculture.ekolive faces two challenges:The raw material challenge: The world-leading processing industry in the EU contributes to the transition towards a resource-efficient, sustainable society in line with the EU 2030 Agenda. For this, a sustainable supply of suitable raw materials is essential. However, despite enormous under- or untapped potentials of domestic primary and secondary resources, Europe is heavily dependent on imports – simply because there is a lack of suitable economic and ecological technologies to tap them.The challenges for a transition to sustainable agriculture – namely the reduction of the excessive use of chemical fertilizers and pesticides. These are not only dangerous to humans in many ways, but are also the cause of soil degradation, killed soil microflora, unhealthy and weak plants, contaminated food and drinking water.To answer these challenges, to promote the circular economy and to save resources, innovative, economically viable and environmentally friendly techniques are required. ekolive is the first to offer a corresponding biotechnology that can be used to make both mining and agriculture more environmentally friendly and sustainable.",2023-04-05 12:31:30,239592,10.3030/101071680
101100432,Ecosys4you,SIGNED,Engaging entrepreneurial ecosystems for the youth,2023-06-01,2026-05-31,0,"899658,75",HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-01-01,2023-05-26,HORIZON,HORIZON-EIE-2022-SCALEUP-01,HORIZON-EIE-2022-SCALEUP-01,HORIZON-CSA,"Ecosys4you designs and implements a cross-country educational programme for young people with passion for entrepreneurship. We mobilise the flow of innovation resources in four dimensions: education, networking, market expansion, and people. Private, public and educational actors of three entrepreneurial ecosystems in the Ruhr (DE), Varna (BG), and Maribor (SI) regions co-create the programme. The activities add value to existing entrepreneurship education of the regional higher education institutions: based on our common competence, we establish and set up high quality cross-ecosystem activities for future entrepreneurs. The main activities are joint classes, mentoring, real-world challenges and internships at start-ups. Experience of founders and established entrepreneurs drive the programme’s design. Their benefit is the opportunity to enter new markets opened up by Ecosys4you. The programme is open to students and young alumni from higher education institutions, professional schools, graduates who wish to found a company, and other young people who want to discover entrepreneurial spirit. We expect to reach 200 young people, among them at least 80 women in 2 cohorts (2024-2025), and stimulate foundation of about 5-10 start-ups and innovations as a major outcome. Due to close collaboration with lecturers as well as organisational and financial measures designed in Ecosys4you, we assure a self-sustaining programme to continue after project finalisation.",2023-08-10 18:11:37,255718,10.3030/101100432
101096195,INFIMO,SIGNED,INTERCONNECTED AND INCLUSIVE INNOVATION ECOSYSTEMS FOCUSED ON ICT AND MOBILITY,2023-06-01,2025-05-31,0,500000,HORIZON.3.2,HORIZON-EIE-2022-CONNECT-01-01,2023-05-08,HORIZON,HORIZON-EIE-2022-CONNECT-01,HORIZON-EIE-2022-CONNECT-01,HORIZON-CSA,"The project unites three clusters: Estonian ICT Cluster as coordinator (legal entity: Estonian Association of Information Technology and Telecommunications; representing a Strong Innovator region and bridging the project with three large European networks, the European Digital SME Alliance, DIGITALEUROPE and ITS Nationals), MOBINOV automotive cluster from Portugal (representing a Moderate Innovator region and leveraging outreach of the project to other EU mobility and automotive clusters via the European Automotive Cluster Network) and Georgian ICT Cluster (representing a Modest Innovator region and linking the project with the Georgian Digital Transformation Consortium and other national innovation actors). The consortium also includes Baltic Innovation Agency (Estonia), an experienced innovation management company and representative of Enterprise Europe Network in the project. Together the partners will act as a driving force to build strategic collaboration between their ecosystems and encourage the involvement of more diverse innovation stakeholders (with a specific focus on stronger involvement of woman entrepreneurs) as well as building contacts with innovation ecosystems from other countries. The main aim of INFIMO is to foster the  development of interconnected and inclusive innovation ecosystems via a strategic collaboration between clusters and a variety of innovation actors, focused on using ICT for digital and twin transition in various economic sectors aligned with the industry 5.0 (and emerging industry 6.0) framework. Related to this, INFIMO develops and validates two collaboration models: (1) a generic model supporting digitalisation and sustainability in a variety of economic sectors; (2) An advanced model facilitating the twin transition and higher competitiveness in the mobility sector based on joint RD&I pilots as well as an open innovation competition. Both models can be used to in a wide range of European innovation ecosystems in the future.",2023-09-20 17:54:13,255729,10.3030/101096195
101072248,Food-scalEUp,SIGNED,Food-scalEUp: expanding the European digital agri-food acceleration ecosystem,2022-09-01,2024-11-30,0,"993786,44",HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-01,2022-07-04,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"Food_scalEUp is a collaborative project involving 10 organisations covering 11 regions (5 emerging & moderate innovator regions and 6 leader and strong innovator regions, according to the Regional Innovation Scoreboard) in 5 countries. The project long-term vision is to foster the capacity of European regional agri-food digital innovation ecosystems, especially in “emerging” and “moderate” innovator regions, to be more:•connected among their regional stakeholders but also with other European regional ecosystems; thus, advancing towards a European acceleration ecosystem;•effective, by fostering the successful scaling-up of technology start-ups and SMEs;•impactful, in terms of fostering the digital and green transition of the food industry;•resilient; thus, still effective under crisis and highly changing conditions; and •internationally recognised by and attractive for companies from other countries.More specifically, the mission of Food_scalEUp project is to: (i) develop higher quality business acceleration services in agri-food digital innovation ecosystems of emerging and moderate innovator regions; (ii) expand the connections, knowledge exchange, collaboration at regional, European and international level, between key people representing the different actors of the agri-food digital innovation ecosystems involved in the project; and (iii) balance the scaling-up of start-ups and SMEs and the creation of local high-value added jobs in the European regions involved in the project, by balancing the capacity of agri-food digital innovation and acceleration ecosystems in those regions.",2023-03-10 21:28:06,240121,10.3030/101072248
101134907,Add4Kids,SIGNED,Accelerating Demand-Driven tools for pediatric innovation adoption - A collaborative roadmap for Europe,2024-01-15,2025-03-14,0,"507684,07",HORIZON.3.2,HORIZON-EIE-2023-CONNECT-01-02,2023-11-14,HORIZON,HORIZON-EIE-2023-CONNECT-01,HORIZON-EIE-2023-CONNECT-01,HORIZON-CSA,"There is a clear gap in the adoption of paediatric healthcare innovations which continues to hinder the access to such innovations.    Demand-driven policy instruments offer the possibility to overcome market failures and allow risk sharing between co-owners and investors. These include Public Procurement of Innovation (PPI) and Pre-Commercial Procurement (PCP), Value-Based Procurement (VBP), and Social Impact Bonds (SIBs).  Such demand-driven funding instruments have the potential to reduce the adoption gap in paediatric healthcare. However, these innovative funding tools are rarely used to support paediatric innovation adoption. This limited adoption of demand-driven funding tools can be attributed to several barriers which are specific to paediatric healthcare, such as the perceived high-risk and complex nature of bringing paediatric innovations to market, fragmented regulatory pathways and market access, limited market demand (low numbers of patients) and perceived small impact. Additionally, there is poor awareness, knowledge and understanding of demand-driven tools, which results in their underutilisation.  The i4KIDS-LEGACY project will create a holistic innovation action plan in paediatrics to ensure optimal implementation and utilisation of demand-driven innovation financing instruments to support the adoption of paediatric innovation in a coordinated manner across Europe.  The project will:  1) Identify demand-driven financing instruments and mechanisms for paediatric health.2) Collect data on the needs and challenges in the adoption of paediatric innovation.3) Develop working groups to ideate solutions that address the needs and challenges identified.4) Collaboratively build a European action plan to catalyse the use of demand-driven tools for the adoption of paediatric innovation solutions.5)Promote cross-border adoption of paediatric innovations using financial instruments.",2023-11-21 10:11:11,258328,10.3030/101134907
101070806,SDG-INOV-ECOS,SIGNED,EU SDG-driven Innovation Ecosystems Stimulating economic growth and addressing innovation support imbalances in Europe and beyond,2022-08-01,2024-07-31,0,353500,HORIZON.3.2,HORIZON-EIE-2021-CONNECT-01-01,2022-07-25,HORIZON,HORIZON-EIE-2021-CONNECT-01,HORIZON-EIE-2021-CONNECT-01,HORIZON-CSA,"The goal of this proposal is to build the capacity to co-create and foster an inclusive EU SDG driven innovation ecosystem,  focused on the greatest social, economic and environmental needs of our time, thereby contributing to the realization of the green and digital transition of Europe. Its aim is to provide capacity-building activities to enable the establishment of SDGs-driven innovation ecosystems across  Italy, France Portugal, CEE and Israel. We will foster the existing cross-sector collaboration, within the NAB’s and GSG, between the private (investors, comports, startups, SMEs) public (Governments, EU agencies, development banks), academia (research, knowledge, R&D and social (NGOS,  philanthropy, social enterprises) actors as a means to plan the establishment of an interconnected and sustainable ecosystem by delivering new research and data, facilitating knowledge exchange, creating new collaboration and engagement opportunities within existing networks and beyond.",2023-03-10 20:14:55,241159,10.3030/101070806
101070768,CAFEIN,SIGNED,Cluster Action For Ecosystem Innovation Network,2022-09-01,2024-08-31,0,500000,HORIZON.3.2,HORIZON-EIE-2021-CONNECT-01-01,2022-06-27,HORIZON,HORIZON-EIE-2021-CONNECT-01,HORIZON-EIE-2021-CONNECT-01,HORIZON-CSA,"CAFEIN aims at facilitating the design and subsequent adoption by national innovation funding agencies (members of the Innovation Funding Advisory Board) of an inclusive and cross border joint action plan to support the green industrial transition of their SMEs. The action plan will participate to make Europe climate neutral by 2050 with improved circular economy, resource efficiency and resilience, building European industrial value chains. The project uses a bottom-up approach, where national cluster associations act as facilitators and innovation ecosystem experts for national funding agencies. Having associations of clusters as partners will allow to efficiently engage and connect all stakeholders of the quadruple helix  (public authorities, start-ups, SMEs, large companies, investors, research and innovation actors, academia, incubators and business servicCAFEIN aims at facilitating the design and subsequent adoption by national innovation funding agencies (members of the project’s Innovation Funding Advisory Board) of an inclusive joint action plan to support the green industrial transition of their SMEs. This joint action plan will participate to make Europe climate neutral by 2050 with improved circular economy, resource efficiency and resilience, building European industrial value chains. The project uses a bottom-up approach, where association of clusters act as facilitators and ecosystems experts for national funding agencies. Having associations of clusters as partners will allow to efficiently engage and connect all the quadruple helix’s stakeholders (public authorities, start-ups, SMEs, large companies, investors, research and innovation actors, academia, incubators and business service providers). Citizens will also be addressed, making them aware on the green industrial transition and collaboration challenges and opportunities. Furthermore, the partners will represent innovation leaders and less advanced innovation ecosystems, leaving no one behind.",2023-03-10 21:34:00,239969,10.3030/101070768
101095910,CRAFT,SIGNED,European Action for Social Entrepreneurship Support,2023-07-01,2026-06-30,0,575789,HORIZON.3.2,HORIZON-EIE-2022-CONNECT-01-02,2023-06-16,HORIZON,HORIZON-EIE-2022-CONNECT-01,HORIZON-EIE-2022-CONNECT-01,HORIZON-CSA,"Through events, summits, gathering of existing tools for best practice and a digital ecosystem for social entrepreneurs, we will strengthen the ecosystem for social innovation in Europe. We will create a European peer-to-peer academy for social & impact entrepreneurship support. Co-owned by European support organizations, we will endeavor to increase the capacities of social entrepreneurship support organizations in Europe. The academy aims to sustainably boost the impact of the European ecosystem for social & impact-driven entrepreneurship.We will gather and promote tools and facilitate locally based events, and facilitate summits where knowledge, methods, best practices, and tools are disseminated. In addition, we will build on existing digital platforms to create a social innovation ecosystem where best practices, knowledge and tools will be granted free of charge for social entrepreneurs.Key output from the project:-Registration of best practice out before and after intervention. The registration forms from the first registration will be used to select relevant tools to be included in the digital ecosystem. -Two social innovation policy summits and a final conference for actors in the social innovation ecosystem.  -Collection of tools from actors working with social innovation. The tools may come from relevant accelerators, investors, incubators and public entities such as universities and government. All activities and tools will be free accessible at the digital ecosystem. The digital ecosystem will be built on existing software systems.The digital ecosystem will be a strong European network with various actors within different branches and knowledge from professionals within the field.",2023-07-24 14:17:28,254736,10.3030/101095910
101070737,BOOST,CLOSED,Boosting Smart Regional Innovation Ecosystems,2022-06-01,2024-05-31,0,499968,HORIZON.3.2,HORIZON-EIE-2021-CONNECT-01-01,2022-05-24,HORIZON,HORIZON-EIE-2021-CONNECT-01,HORIZON-EIE-2021-CONNECT-01,HORIZON-CSA,"Our vision is to “co-create Europe'' through a 21st century mindset, methodology, skills and tools, closing the innovation gap between “innovation leaders” and “moderate/modest innovators”. We rely on inclusion and active participation of actors, institutions and places that collaborate to maximize the value of innovation to society and ensure equitable diffusion of its benefits. BOOST project proposes a systemic approach, both inclusive and collaborative, to strengthen innovation ecosystems in Europe. The main aim of BOOST project is to increase the scope and efficiency of interregional collaboration among project partners and their regional innovation ecosystems, in the following thematic areas: Industry 4.0, Cleantech and Green Transition, Health & Well-being, and ICT & Digital Transformation, by designing a structural (multi-dimensional) Interregional Collaboration Framework (ICF), develop tools and mechanisms that enable and support the operationalization and scale up of the ICF among Smart Regions, and contribute to the transition towards Green and Digital Regional development models and policies in Europe.BOOST proposes a two-phase implementation process: (1) first the co-design and co-development of project’s core concepts: Vision, mission, ICF and Unique Selling Proposition, and initiating the BOOST community and collaboration Corridor; and (2) second to set up and mature the ICF among Smart Regions by developing a joint 5-year Innovation Action Plan, aligned with regional/national/EU innovation policies and synchronized with innovation funding mechanisms across partner regions and EU.The consortium brings together 4 partners (TIT, NWRDA, BBF and CLDI) from 3 modest and moderate innovator countries Bulgaria, Romania, and Spain, and 2 partners (VK and TSP) from 2 lead innovator countries Denmark and Estonia, enhancing exchange of innovation and boost best practices at the level of public and private stakeholders.",2023-03-10 21:25:52,239737,10.3030/101070737
101096775,SMCNetZero,SIGNED,Achieving Net-Zero through Innovation in Small and Medium sized Cities,2023-03-01,2024-08-31,0,"413285,96",HORIZON.3.2,HORIZON-EIE-2022-CONNECT-01-01,2023-02-27,HORIZON,HORIZON-EIE-2022-CONNECT-01,HORIZON-EIE-2022-CONNECT-01,HORIZON-CSA,"SMCNetZero brings together six successful urban innovation initiatives in Europe with seven (7) regional and Pan-European networks and their partners to create a Satellite Network of innovation actors to support public sector representatives from Small and Medium-sized cities (SMCs), SMEs, academia, NGOs and investors across Europe to facilitate decarbonisation in SMCs. SMCNetZero will leverage its diverse Satellite Network to gain an in-depth understanding of SMC needs and barriers; raise awareness and simplify access to existing successful initiatives supporting decarbonisation; support matchmaking between supply and demand sides by linking SMEs, researchers, and investors with SMCs; and help identify and open access to funding for enabling innovation deployment in SMCs currently underrepresented in the European innovation ecosystem. SMCNetZero is unique in that its diverse consortium partners and broad commitment from target stakeholders in the Satellite Network ensure focus in regions with less innovation capacity, with written confirmed commitment from nearly 100 innovation actors at the proposal stage, to participate in the activities - including an emphasis on largely underrepresented regions and stakeholders. SMCNetZero’s vision is to create and strengthen local innovation ecosystems’ interrelations in SMCNetZero regions through brokerage and knowledge-building activities as well as digital resources to increase capacity for planning, deploying and scaling-up of decarbonisation solutions, overall focusing on increasing the inclusivity of these innovation ecosystems and minimizing existing innovation divides.",2023-03-03 13:15:24,244716,10.3030/101096775
